30	500
30.01	433.3334
30.02	466.6666
30.03	266.6666
30.04	366.6666
30.05	666.6666
30.06	500
30.07	433.3334
30.08	433.3334
30.09	366.6666
30.1	400
30.11	400
30.12	566.6666
30.13	633.3334
30.14	766.6666
30.15	400
30.16	633.3334
30.17	700
30.18	366.6666
30.19	433.3334
30.2	366.6666
30.21	366.6666
30.22	366.6666
30.23	666.6666
30.24	766.6666
30.25	766.6666
30.26	633.3334
30.27	466.6666
30.28	400
30.29	566.6666
30.3	566.6666
30.31	433.3334
30.32	466.6666
30.33	433.3334
30.34	600
30.35	466.6666
30.36	400
30.37	533.3334
30.38	600
30.39	700
30.4	533.3334
30.41	733.3334
30.42	433.3334
30.43	366.6666
30.44	566.6666
30.45	500
30.46	566.6666
30.47	766.6666
30.48	333.3334
30.49	600
30.5	666.6666
30.51	466.6666
30.52	600
30.53	433.3334
30.54	433.3334
30.55	500
30.56	666.6666
30.57	566.6666
30.58	633.3334
30.59	266.6666
30.6	466.6666
30.61	466.6666
30.62	900
30.63	666.6666
30.64	666.6666
30.65	433.3334
30.66	566.6666
30.67	466.6666
30.68	666.6666
30.69	366.6666
30.7	566.6666
30.71	400
30.72	533.3334
30.73	666.6666
30.74	600
30.75	433.3334
30.76	600
30.77	300
30.78	633.3334
30.79	366.6666
30.8	500
30.81	366.6666
30.82	400
30.83	500
30.84	333.3334
30.85	533.3334
30.86	500
30.87	633.3334
30.88	533.3334
30.89	533.3334
30.9	466.6666
30.91	433.3334
30.92	466.6666
30.93	466.6666
30.94	233.3334
30.95	300
30.96	466.6666
30.97	366.6666
30.98	600
30.99	400
31	333.3334
31.01	400
31.02	433.3334
31.03	433.3334
31.04	566.6666
31.05	666.6666
31.06	466.6666
31.07	333.3334
31.08	500
31.09	533.3334
31.1	600
31.11	400
31.12	466.6666
31.13	466.6666
31.14	466.6666
31.15	433.3334
31.16	566.6666
31.17	600
31.18	633.3334
31.19	466.6666
31.2	400
31.21	400
31.22	733.3334
31.23	633.3334
31.24	433.3334
31.25	333.3334
31.26	466.6666
31.27	566.6666
31.28	466.6666
31.29	666.6666
31.3	566.6666
31.31	400
31.32	600
31.33	500
31.34	533.3334
31.35	500
31.36	600
31.37	633.3334
31.38	600
31.39	500
31.4	500
31.41	466.6666
31.42	366.6666
31.43	600
31.44	633.3334
31.45	766.6666
31.46	566.6666
31.47	500
31.48	800
31.49	733.3334
31.5	466.6666
31.51	600
31.52	700
31.53	566.6666
31.54	400
31.55	333.3334
31.56	600
31.57	600
31.58	533.3334
31.59	333.3334
31.6	433.3334
31.61	700
31.62	600
31.63	633.3334
31.64	333.3334
31.65	466.6666
31.66	433.3334
31.67	666.6666
31.68	233.3334
31.69	400
31.7	566.6666
31.71	566.6666
31.72	466.6666
31.73	600
31.74	666.6666
31.75	466.6666
31.76	466.6666
31.77	433.3334
31.78	566.6666
31.79	600
31.8	766.6666
31.81	533.3334
31.82	566.6666
31.83	566.6666
31.84	500
31.85	600
31.86	600
31.87	466.6666
31.88	433.3334
31.89	333.3334
31.9	800
31.91	500
31.92	366.6666
31.93	466.6666
31.94	466.6666
31.95	400
31.96	500
31.97	433.3334
31.98	600
31.99	533.3334
32	500
32.01	733.3334
32.02	433.3334
32.03	600
32.04	666.6666
32.05	400
32.06	533.3334
32.07	633.3334
32.08	566.6666
32.09	466.6666
32.1	400
32.11	500
32.12	500
32.13	400
32.14	400
32.15	466.6666
32.16	600
32.17	633.3334
32.18	533.3334
32.19	466.6666
32.2	666.6666
32.21	666.6666
32.22	633.3334
32.23	666.6666
32.24	700
32.25	633.3334
32.26	500
32.27	466.6666
32.28	600
32.29	533.3334
32.3	333.3334
32.31	400
32.32	433.3334
32.33	566.6666
32.34	733.3334
32.35	566.6666
32.36	700
32.37	666.6666
32.38	500
32.39	466.6666
32.4	466.6666
32.41	400
32.42	400
32.43	433.3334
32.44	466.6666
32.45	566.6666
32.46	533.3334
32.47	600
32.48	466.6666
32.49	433.3334
32.5	500
32.51	500
32.52	533.3334
32.53	500
32.54	466.6666
32.55	533.3334
32.56	433.3334
32.57	533.3334
32.58	433.3334
32.59	333.3334
32.6	433.3334
32.61	300
32.62	600
32.63	266.6666
32.64	566.6666
32.65	433.3334
32.66	533.3334
32.67	600
32.68	400
32.69	633.3334
32.7	400
32.71	600
32.72	433.3334
32.73	533.3334
32.74	433.3334
32.75	433.3334
32.76	633.3334
32.77	700
32.78	533.3334
32.79	400
32.8	300
32.81	600
32.82	633.3334
32.83	700
32.84	500
32.85	333.3334
32.86	500
32.87	400
32.88	433.3334
32.89	500
32.9	633.3334
32.91	333.3334
32.92	533.3334
32.93	633.3334
32.94	433.3334
32.95	400
32.96	533.3334
32.97	266.6666
32.98	266.6666
32.99	533.3334
33	533.3334
33.01	566.6666
33.02	433.3334
33.03	500
33.04	566.6666
33.05	466.6666
33.06	433.3334
33.07	566.6666
33.08	466.6666
33.09	400
33.1	466.6666
33.11	500
33.12	366.6666
33.13	600
33.14	466.6666
33.15	733.3334
33.16	533.3334
33.17	500
33.18	300
33.19	466.6666
33.2	366.6666
33.21	366.6666
33.22	366.6666
33.23	400
33.24	266.6666
33.25	233.3334
33.26	600
33.27	300
33.28	466.6666
33.29	300
33.3	166.6666
33.31	800
33.32	400
33.33	466.6666
33.34	266.6666
33.35	366.6666
33.36	333.3334
33.37	433.3334
33.38	400
33.39	266.6666
33.4	500
33.41	533.3334
33.42	733.3334
33.43	466.6666
33.44	433.3334
33.45	400
33.46	533.3334
33.47	466.6666
33.48	433.3334
33.49	433.3334
33.5	666.6666
33.51	566.6666
33.52	600
33.53	700
33.54	666.6666
33.55	266.6666
33.56	566.6666
33.57	566.6666
33.58	366.6666
33.59	366.6666
33.6	566.6666
33.61	300
33.62	333.3334
33.63	400
33.64	433.3334
33.65	300
33.66	466.6666
33.67	533.3334
33.68	233.3334
33.69	333.3334
33.7	633.3334
33.71	400
33.72	600
33.73	400
33.74	366.6666
33.75	433.3334
33.76	400
33.77	466.6666
33.78	466.6666
33.79	600
33.8	366.6666
